"","orders_key","loc_key","date","pizza_key","dough_key","cheese_key","topping_key","quantity","profit","pizza_size","pizza_size_value","street","city_key","city","country","year","month"
"958",623,12,2021-06-25,44,69,79,89,4,69,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2021","06"
"959",623,12,2021-06-25,44,69,79,89,4,69,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2021","06"
"960",1885,10,2019-05-19,45,70,80,90,5,48,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2019","05"
"961",261,11,2017-06-09,41,61,71,81,4,70,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2017","06"
"962",261,11,2017-06-09,41,61,71,81,4,70,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2017","06"
"963",1163,19,2017-08-05,42,62,72,82,1,96,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2017","08"
"964",170,12,2021-01-15,43,63,73,83,1,29,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2021","01"
"965",170,12,2021-01-15,43,63,73,83,1,29,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2021","01"
"966",1149,8,2018-05-01,44,64,74,84,2,111,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2018","05"
"967",1149,8,2018-05-01,44,64,74,84,2,111,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2018","05"
"968",382,20,2020-10-03,45,65,75,85,2,83,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2020","10"
"969",161,2,2019-06-07,41,66,76,86,4,74,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2019","06"
"970",705,11,2018-10-08,42,67,77,87,4,65,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2018","10"
"971",705,11,2018-10-08,42,67,77,87,4,65,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2018","10"
"972",565,6,2019-10-19,43,68,78,88,3,69,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2019","10"
"973",565,6,2019-10-19,43,68,78,88,3,69,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2019","10"
"974",1546,12,2021-07-24,44,69,79,89,2,72,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2021","07"
"975",1546,12,2021-07-24,44,69,79,89,2,72,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2021","07"
"976",1287,10,2020-05-13,45,70,80,90,3,69,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2020","05"
"977",605,11,2017-09-14,41,61,71,81,1,108,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2017","09"
"978",605,11,2017-09-14,41,61,71,81,1,108,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2017","09"
"979",1987,19,2020-02-07,42,62,72,82,3,73,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2020","02"
"980",933,12,2021-03-29,43,63,73,83,5,55,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2021","03"
"981",933,12,2021-03-29,43,63,73,83,5,55,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2021","03"
"982",1747,8,2018-08-14,44,64,74,84,3,32,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2018","08"
"983",1747,8,2018-08-14,44,64,74,84,3,32,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2018","08"
"984",1910,20,2017-11-09,45,65,75,85,2,34,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2017","11"
"985",1034,2,2017-05-24,41,66,76,86,5,90,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2017","05"
"986",1844,11,2017-09-04,42,67,77,87,5,114,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2017","09"
"987",1844,11,2017-09-04,42,67,77,87,5,114,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2017","09"
"988",1077,6,2017-06-15,43,68,78,88,1,47,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2017","06"
"989",1077,6,2017-06-15,43,68,78,88,1,47,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2017","06"
"990",850,12,2021-01-06,44,69,79,89,3,92,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2021","01"
"991",850,12,2021-01-06,44,69,79,89,3,92,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2021","01"
"992",789,10,2021-06-26,45,70,80,90,3,66,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2021","06"
"993",1243,11,2017-02-16,41,61,71,81,5,120,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2017","02"
"994",1243,11,2017-02-16,41,61,71,81,5,120,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2017","02"
"995",112,19,2017-03-22,42,62,72,82,4,75,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2017","03"
"996",1755,12,2021-08-19,43,63,73,83,5,89,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2021","08"
"997",1755,12,2021-08-19,43,63,73,83,5,89,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2021","08"
"998",1551,8,2018-04-29,44,64,74,84,5,68,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2018","04"
"999",1551,8,2018-04-29,44,64,74,84,5,68,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2018","04"
"1000",348,20,2017-01-06,45,65,75,85,5,70,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2017","01"
"1001",549,2,2017-12-18,41,66,76,86,3,88,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2017","12"
"1002",1876,11,2020-06-14,42,67,77,87,2,44,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2020","06"
"1003",1876,11,2020-06-14,42,67,77,87,2,44,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2020","06"
"1004",309,6,2019-02-21,43,68,78,88,4,52,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2019","02"
"1005",309,6,2019-02-21,43,68,78,88,4,52,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2019","02"
"1006",547,12,2020-03-03,44,69,79,89,2,62,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2020","03"
"1007",547,12,2020-03-03,44,69,79,89,2,62,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2020","03"
"1008",1235,10,2020-02-29,45,70,80,90,4,89,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2020","02"
"1009",1792,11,2018-12-09,41,61,71,81,1,115,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2018","12"
"1010",1792,11,2018-12-09,41,61,71,81,1,115,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2018","12"
"1011",1555,19,2021-02-27,42,62,72,82,3,63,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2021","02"
"1012",577,12,2020-08-05,43,63,73,83,5,114,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2020","08"
"1013",577,12,2020-08-05,43,63,73,83,5,114,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2020","08"
"1014",1725,8,2021-07-18,44,64,74,84,5,24,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2021","07"
"1015",1725,8,2021-07-18,44,64,74,84,5,24,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2021","07"
"1016",1854,20,2021-05-11,45,65,75,85,2,91,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2021","05"
"1017",1167,2,2021-03-02,41,66,76,86,5,40,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2021","03"
"1018",1794,11,2017-09-28,42,67,77,87,5,76,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2017","09"
"1019",1794,11,2017-09-28,42,67,77,87,5,76,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2017","09"
"1020",1283,6,2018-06-21,43,68,78,88,4,43,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2018","06"
"1021",1283,6,2018-06-21,43,68,78,88,4,43,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2018","06"
"1022",207,12,2017-01-20,44,69,79,89,2,105,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2017","01"
"1023",207,12,2017-01-20,44,69,79,89,2,105,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2017","01"
"1024",605,10,2019-11-11,45,70,80,90,3,78,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2019","11"
"1025",640,11,2019-05-03,41,61,71,81,2,97,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2019","05"
"1026",640,11,2019-05-03,41,61,71,81,2,97,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2019","05"
"1027",1274,19,2020-10-14,42,62,72,82,2,32,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2020","10"
"1028",1196,12,2020-11-22,43,63,73,83,3,114,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2020","11"
"1029",1196,12,2020-11-22,43,63,73,83,3,114,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2020","11"
"1030",1690,8,2018-01-06,44,64,74,84,1,52,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2018","01"
"1031",1690,8,2018-01-06,44,64,74,84,1,52,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2018","01"
"1032",1098,20,2018-02-04,45,65,75,85,2,95,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2018","02"
"1033",619,2,2017-04-01,41,66,76,86,3,115,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2017","04"
"1034",946,11,2017-07-03,42,67,77,87,2,99,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2017","07"
"1035",946,11,2017-07-03,42,67,77,87,2,99,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2017","07"
"1036",934,6,2020-09-07,43,68,78,88,1,60,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2020","09"
"1037",934,6,2020-09-07,43,68,78,88,1,60,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2020","09"
"1038",734,12,2019-01-22,44,69,79,89,1,78,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2019","01"
"1039",734,12,2019-01-22,44,69,79,89,1,78,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2019","01"
"1040",482,10,2019-03-31,45,70,80,90,3,104,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2019","03"
"1041",974,11,2019-08-23,41,61,71,81,2,39,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2019","08"
"1042",974,11,2019-08-23,41,61,71,81,2,39,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2019","08"
"1043",1519,19,2020-06-29,42,62,72,82,1,37,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2020","06"
"1044",931,12,2017-08-16,43,63,73,83,1,73,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2017","08"
"1045",931,12,2017-08-16,43,63,73,83,1,73,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2017","08"
"1046",1165,8,2018-02-22,44,64,74,84,2,86,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2018","02"
"1047",1165,8,2018-02-22,44,64,74,84,2,86,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2018","02"
"1048",384,20,2019-08-15,45,65,75,85,3,34,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2019","08"
"1049",1433,2,2020-01-13,41,66,76,86,1,30,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2020","01"
"1050",790,11,2018-04-30,42,67,77,87,5,52,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2018","04"
"1051",790,11,2018-04-30,42,67,77,87,5,52,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2018","04"
"1052",861,6,2021-07-11,43,68,78,88,1,79,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2021","07"
"1053",861,6,2021-07-11,43,68,78,88,1,79,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2021","07"
"1054",173,12,2021-05-16,44,69,79,89,4,88,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2021","05"
"1055",173,12,2021-05-16,44,69,79,89,4,88,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2021","05"
"1056",283,10,2021-04-29,45,70,80,90,5,62,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2021","04"
"1057",417,11,2019-12-21,41,61,71,81,5,107,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2019","12"
"1058",417,11,2019-12-21,41,61,71,81,5,107,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2019","12"
"1059",322,19,2021-04-09,42,62,72,82,2,95,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2021","04"
"1060",1493,12,2018-10-02,43,63,73,83,1,67,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2018","10"
"1061",1493,12,2018-10-02,43,63,73,83,1,67,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2018","10"
"1062",1768,8,2021-01-26,44,64,74,84,2,110,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2021","01"
"1063",1768,8,2021-01-26,44,64,74,84,2,110,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2021","01"
"1064",959,20,2021-05-02,45,65,75,85,1,83,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2021","05"
"1065",1930,2,2017-09-24,41,66,76,86,3,51,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2017","09"
"1066",358,11,2018-10-24,42,67,77,87,4,92,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2018","10"
"1067",358,11,2018-10-24,42,67,77,87,4,92,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2018","10"
"1068",1432,6,2017-06-07,43,68,78,88,3,62,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2017","06"
"1069",1432,6,2017-06-07,43,68,78,88,3,62,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2017","06"
"1070",157,12,2020-05-06,44,69,79,89,4,77,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2020","05"
"1071",157,12,2020-05-06,44,69,79,89,4,77,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2020","05"
"1072",1318,10,2020-12-07,45,70,80,90,5,101,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2020","12"
"1073",1828,11,2017-01-03,41,61,71,81,1,54,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2017","01"
"1074",1828,11,2017-01-03,41,61,71,81,1,54,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2017","01"
"1075",827,19,2017-08-24,42,62,72,82,2,88,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2017","08"
"1076",1632,12,2021-06-07,43,63,73,83,5,69,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2021","06"
"1077",1632,12,2021-06-07,43,63,73,83,5,69,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2021","06"
"1078",1617,8,2019-06-04,44,64,74,84,2,103,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2019","06"
"1079",1617,8,2019-06-04,44,64,74,84,2,103,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2019","06"
"1080",278,20,2021-06-13,45,65,75,85,3,38,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2021","06"
"1081",184,2,2020-05-24,41,66,76,86,3,73,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2020","05"
"1082",1691,11,2018-02-09,42,67,77,87,4,107,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2018","02"
"1083",1691,11,2018-02-09,42,67,77,87,4,107,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2018","02"
"1084",695,6,2021-09-04,43,68,78,88,4,57,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2021","09"
"1085",695,6,2021-09-04,43,68,78,88,4,57,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2021","09"
"1086",664,12,2018-04-27,44,69,79,89,2,52,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2018","04"
"1087",664,12,2018-04-27,44,69,79,89,2,52,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2018","04"
"1088",1404,10,2020-10-28,45,70,80,90,1,58,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2020","10"
"1089",373,11,2020-12-18,41,61,71,81,4,113,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2020","12"
"1090",373,11,2020-12-18,41,61,71,81,4,113,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2020","12"
"1091",1614,19,2019-06-02,42,62,72,82,4,95,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2019","06"
"1092",1093,12,2020-01-08,43,63,73,83,3,103,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2020","01"
"1093",1093,12,2020-01-08,43,63,73,83,3,103,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2020","01"
"1094",382,8,2021-05-25,44,64,74,84,4,85,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2021","05"
"1095",382,8,2021-05-25,44,64,74,84,4,85,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2021","05"
"1096",654,20,2019-01-17,45,65,75,85,3,44,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2019","01"
"1097",1039,2,2021-08-25,41,66,76,86,4,52,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2021","08"
"1098",339,11,2021-06-15,42,67,77,87,3,93,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2021","06"
"1099",339,11,2021-06-15,42,67,77,87,3,93,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2021","06"
"1100",1467,6,2020-08-28,43,68,78,88,3,30,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2020","08"
"1101",1467,6,2020-08-28,43,68,78,88,3,30,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2020","08"
"1102",1905,12,2019-05-21,44,69,79,89,4,47,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2019","05"
"1103",1905,12,2019-05-21,44,69,79,89,4,47,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2019","05"
"1104",754,10,2021-06-23,45,70,80,90,1,93,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2021","06"
"1105",863,11,2021-03-24,41,61,71,81,3,70,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2021","03"
"1106",863,11,2021-03-24,41,61,71,81,3,70,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2021","03"
"1107",1047,19,2019-01-18,42,62,72,82,1,85,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2019","01"
"1108",433,12,2018-05-03,43,63,73,83,5,33,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2018","05"
"1109",433,12,2018-05-03,43,63,73,83,5,33,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2018","05"
"1110",1411,8,2018-08-13,44,64,74,84,2,81,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2018","08"
"1111",1411,8,2018-08-13,44,64,74,84,2,81,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2018","08"
"1112",385,20,2021-09-27,45,65,75,85,2,89,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2021","09"
"1113",163,2,2019-03-20,41,66,76,86,5,40,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2019","03"
"1114",767,11,2020-10-06,42,67,77,87,3,37,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2020","10"
"1115",767,11,2020-10-06,42,67,77,87,3,37,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2020","10"
"1116",1064,6,2020-11-28,43,68,78,88,4,57,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2020","11"
"1117",1064,6,2020-11-28,43,68,78,88,4,57,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2020","11"
"1118",377,12,2018-06-13,44,69,79,89,3,49,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2018","06"
"1119",377,12,2018-06-13,44,69,79,89,3,49,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2018","06"
"1120",1843,10,2021-04-05,45,70,80,90,4,107,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2021","04"
"1121",440,11,2019-12-07,41,61,71,81,4,91,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2019","12"
"1122",440,11,2019-12-07,41,61,71,81,4,91,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2019","12"
"1123",1524,19,2021-05-23,42,62,72,82,5,68,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2021","05"
"1124",942,12,2018-12-20,43,63,73,83,2,107,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2018","12"
"1125",942,12,2018-12-20,43,63,73,83,2,107,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2018","12"
"1126",1380,8,2021-10-03,44,64,74,84,5,32,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2021","10"
"1127",1380,8,2021-10-03,44,64,74,84,5,32,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2021","10"
"1128",1948,20,2019-10-07,45,65,75,85,3,88,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2019","10"
"1129",700,2,2017-07-18,41,66,76,86,2,119,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2017","07"
"1130",1904,11,2018-12-17,42,67,77,87,5,45,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2018","12"
"1131",1904,11,2018-12-17,42,67,77,87,5,45,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2018","12"
"1132",1266,6,2020-10-17,43,68,78,88,5,68,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2020","10"
"1133",1266,6,2020-10-17,43,68,78,88,5,68,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2020","10"
"1134",1757,12,2017-10-02,44,69,79,89,1,67,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2017","10"
"1135",1757,12,2017-10-02,44,69,79,89,1,67,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2017","10"
"1136",818,10,2019-02-02,45,70,80,90,4,27,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2019","02"
"1137",1527,11,2019-09-21,41,61,71,81,1,54,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2019","09"
"1138",1527,11,2019-09-21,41,61,71,81,1,54,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2019","09"
"1139",978,19,2017-04-25,42,62,72,82,2,25,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2017","04"
"1140",992,12,2019-09-29,43,63,73,83,4,117,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2019","09"
"1141",992,12,2019-09-29,43,63,73,83,4,117,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2019","09"
"1142",716,8,2021-08-04,44,64,74,84,4,95,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2021","08"
"1143",716,8,2021-08-04,44,64,74,84,4,95,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2021","08"
"1144",1821,20,2018-08-28,45,65,75,85,3,117,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2018","08"
"1145",1231,2,2019-08-31,41,66,76,86,1,78,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2019","08"
"1146",1393,11,2018-04-15,42,67,77,87,3,36,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2018","04"
"1147",1393,11,2018-04-15,42,67,77,87,3,36,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2018","04"
"1148",293,6,2019-04-04,43,68,78,88,4,92,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2019","04"
"1149",293,6,2019-04-04,43,68,78,88,4,92,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2019","04"
"1150",741,12,2018-12-06,44,69,79,89,3,69,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2018","12"
"1151",741,12,2018-12-06,44,69,79,89,3,69,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2018","12"
"1152",729,10,2017-11-18,45,70,80,90,4,26,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2017","11"
"1153",1663,11,2019-10-29,41,61,71,81,3,24,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2019","10"
"1154",1663,11,2019-10-29,41,61,71,81,3,24,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2019","10"
"1155",152,19,2021-09-22,42,62,72,82,5,96,"medium","12 inch","3375 elm drive",30,"Toronto","Canada","2021","09"
"1156",1762,12,2020-02-11,43,63,73,83,5,33,"large","16 inch","1885 chenoweth drive",25,"Vancouver","Canada","2020","02"
"1157",1762,12,2020-02-11,43,63,73,83,5,33,"large","16 inch","1806 Galts Ave",33,"Boston","USA","2020","02"
"1158",354,8,2021-04-03,44,64,74,84,3,87,"xlarge","20 inch","539 reppert coal road",29,"New York","USA","2021","04"
"1159",354,8,2021-04-03,44,64,74,84,3,87,"xlarge","20 inch","539 reppert coal road",29,"San Francisco","USA","2021","04"
"1160",120,20,2020-09-08,45,65,75,85,5,120,"Xxlarge","24 inch","1075 Benson Street",35,"Washington","USA","2020","09"
"1161",1890,2,2019-10-10,41,66,76,86,1,98,"small","8 inch","4704 Garafraxa-St",28,"Ottawa","Canada","2019","10"
"1162",1705,11,2018-08-02,42,67,77,87,1,67,"medium","12 inch","2067 shinn street",24,"Montreal","Canada","2018","08"
"1163",1705,11,2018-08-02,42,67,77,87,1,67,"medium","12 inch","4869 Bellwood Acres-Rd",37,"California","USA","2018","08"
"1164",1567,6,2019-03-06,43,68,78,88,1,101,"large","16 inch","3295 Old Spallumcheen Rd",29,"New York","USA","2019","03"
"1165",1567,6,2019-03-06,43,68,78,88,1,101,"large","16 inch","3295 Old Spallumcheen Rd",29,"San Francisco","USA","2019","03"
"1166",214,12,2019-03-16,44,69,79,89,3,27,"xlarge","20 inch","1885 chenoweth drive",25,"Vancouver","Canada","2019","03"
"1167",214,12,2019-03-16,44,69,79,89,3,27,"xlarge","20 inch","1806 Galts Ave",33,"Boston","USA","2019","03"
"1168",1692,10,2019-02-07,45,70,80,90,5,104,"Xxlarge","24 inch","392 Haxforth Drive",32,"Quebec City","Canada","2019","02"
"1169",173,11,2018-07-30,41,61,71,81,3,32,"small","8 inch","2067 shinn street",24,"Montreal","Canada","2018","07"
"1170",173,11,2018-07-30,41,61,71,81,3,32,"small","8 inch","4869 Bellwood Acres-Rd",37,"California","USA","2018","07"
